,id,title,abstract,keyphrases,prmu,true,preds,scores
107,830,The real story behind Calpoint [telecom],"a former qwest executive sheds light on the carrier's controversial deal with calpoint. discusses why calpoint gets a monthly check from quest, regardless of whether it provides services","['calpoint', 'qwest', 'telecom carrier']","['P', 'P', 'R']","['calpoint', 'qwest', 'telecom carrier']","['calpoint get', 'former qw executive', 'calpoint', 'monthly check', 'carrier', 'quest', 'discuss', 'deal']","[{'calpoint gets': 0.5728, 'former qwest executive': 0.5547000000000001, 'calpoint': 0.4972, 'monthly check': 0.488, 'carrier': 0.2977, 'quest': 0.2453, 'discusses': 0.115, 'deal': 0.0961}]"
108,875,Women of color in computing,"it is well known that there is a need to increase the number of women in the area of computing, that is in computer science and computer engineering. if we consider women of color, that is women of under-represented ethnicities, we find the numbers are very dismal. the goal of this article is to bring to light the unique issues of women of color based upon the personal experience of one african-american woman who has been in the field of computing for over 20 years (including the years of higher education)","['women of color', 'computer science', 'computer engineering', 'higher education', 'ethnic minority', 'society', 'gender issues']","['P', 'P', 'P', 'P', 'M', 'U', 'M']","['woman of color', 'computer science', 'computer engineering', 'high education', 'ethnic minority', 'society', 'gender issue']","['american woman', 'represent ethnicity', 'computer engineering', 'computer science', 'color base', 'consider woman', 'woman', 'compute', 'unique issue', 'high education', 'personal experience', 'color', 'african', 'number', 'number', 'field', 'light', 'find', 'dismal', 'increase']","[{'american woman': 0.668, 'represented ethnicities': 0.6616, 'computer engineering': 0.6058, 'computer science': 0.5401, 'color based': 0.5232, 'consider women': 0.5133, 'women': 0.4535, 'computing': 0.452, 'unique issues': 0.42200000000000004, 'higher education': 0.3892, 'personal experience': 0.3757, 'color': 0.3461, 'african': 0.3291, 'number': 0.2151, 'numbers': 0.2088, 'field': 0.1657, 'light': 0.1618, 'find': 0.1524, 'dismal': 0.1434, 'increase': 0.1287, 'area': 0.1278, 'years': 0.1246, 'is': 0.1021, 'need': 0.102, 'known': 0.1007, 'article': 0.1001, 'including': 0.0604, 'goal': 0.0586, 'bring': 0.0339}]"
109,888,Storage functionals and Lyapunov functions for passive dynamical systems,"for nonlinear time-invariant input-output dynamical systems the passivity conditions are obtained under some restrictions. the conditions imply storage functions satisfying a dissipation inequality. a class of storage functions allowing unique reconstruction of a passive dynamical system is defined. these results are illustrated by an example of a linear system with fading memory. an important, for practical application, class of the linear relaxation systems without direct input-output interaction is considered. a necessary condition for dynamical systems to be of the relaxation type is obtained for this class. the condition is connected with the existence of a unique quadratic lyapunov function satisfying the complete monotonicity condition. this unique lyapunov function corresponds to a ""standard"" thermodynamic potential in a compact family of potentials in the nonequilibrium thermodynamics. the results obtained can be useful in automatic control, mechanics of viscoelastic materials, and various applications in physics and the system theory","['storage functionals', 'passive dynamical systems', 'nonlinear time-invariant input-output dynamical systems', 'passivity conditions', 'dissipation inequality', 'linear system', 'fading memory', 'necessary condition', 'unique quadratic lyapunov function', 'complete monotonicity condition', 'thermodynamic potential', 'nonequilibrium thermodynamics', 'automatic control', 'mechanics', 'viscoelastic materials']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['storage functional', 'passive dynamical system', 'nonlinear time - invariant input - output dynamical system', 'passivity condition', 'dissipation inequality', 'linear system', 'fade memory', 'necessary condition', 'unique quadratic lyapunov function', 'complete monotonicity condition', 'thermodynamic potential', 'nonequilibrium thermodynamic', 'automatic control', 'mechanic', 'viscoelastic material']","['unique quadratic lyapunov function', 'unique lyapunov function', 'linear relaxation system', 'passive dynamical system', 'nonequilibrium thermodynamic', 'output dynamical system', 'dynamical system', 'thermodynamic potential', 'storage function allow unique reconstruction', 'dissipation inequality', 'passivity condition', 'relaxation type', 'fade memory', 'nonlinear time', 'storage function', 'linear system', 'viscoelastic material', 'monotonicity condition', 'automatic control', 'invariant input']","[{'unique quadratic lyapunov function': 0.6783, 'unique lyapunov function': 0.6125, 'linear relaxation systems': 0.5859, 'passive dynamical system': 0.4885, 'nonequilibrium thermodynamics': 0.4677, 'output dynamical systems': 0.4535, 'dynamical systems': 0.4295, 'thermodynamic potential': 0.4288, 'storage functions allowing unique reconstruction': 0.40080000000000005, 'dissipation inequality': 0.3861, 'passivity conditions': 0.3542, 'relaxation type': 0.3327, 'fading memory': 0.3251, 'nonlinear time': 0.3197, 'storage functions': 0.30720000000000003, 'linear system': 0.2915, 'viscoelastic materials': 0.2606, 'monotonicity condition': 0.1851, 'automatic control': 0.163, 'invariant input': 0.1587, 'existence': 0.1282, 'potentials': 0.1232, 'condition': 0.1187, 'mechanics': 0.1152, 'class': 0.0967, 'defined': 0.086, 'compact': 0.0669, 'output interaction': 0.0644, 'physics': 0.0327, 'input': 0.0153, 'example': 0.0063}]"
110,1072,Quantum-state information retrieval in a Rydberg-atom data register,"we analyze a quantum search protocol to retrieve phase information from a rydberg-atom data register using a subpicosecond half-cycle electric field pulse. calculations show that the half-cycle pulse can perform the phase retrieval only within a range of peak field values. by varying the phases of the constituent orbitals of the rydberg wave packet register, we demonstrate coherent control of the phase retrieval process. by specially programming the phases of the orbitals comprising the initial wave packet, we show that it is possible to use the search method as a way to synthesize single energy eigenstates","['quantum-state information retrieval', 'rydberg-atom data register', 'quantum search protocol', 'phase information', 'subpicosecond half-cycle electric field pulse', 'half-cycle pulse', 'phase retrieval', 'peak field values', 'constituent orbitals', 'rydberg wave packet register', 'coherent control', 'initial wave packet', 'search method', 'single energy eigenstates']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['quantum - state information retrieval', 'rydberg - atom datum register', 'quantum search protocol', 'phase information', 'subpicosecond half - cycle electric field pulse', 'half - cycle pulse', 'phase retrieval', 'peak field value', 'constituent orbital', 'rydberg wave packet register', 'coherent control', 'initial wave packet', 'search method', 'single energy eigenstate']","['rydberg wave packet register', 'quantum search protocol', 'atom data register', 'phase retrieval process', 'phase retrieval', 'retrieve phase information', 'rydberg', 'cycle electric field pulse', 'initial wave packet', 'phase', 'cycle pulse', 'subpicosecond half', 'orbital comprise', 'orbital', 'search', 'peak field value', 'coherent', 'analyze', 'half', 'perform']","[{'rydberg wave packet register': 0.8648, 'quantum search protocol': 0.7195, 'atom data register': 0.5279, 'phase retrieval process': 0.4962, 'phase retrieval': 0.44999999999999996, 'retrieve phase information': 0.43979999999999997, 'rydberg': 0.427, 'cycle electric field pulse': 0.41159999999999997, 'initial wave packet': 0.3498, 'phases': 0.2978, 'cycle pulse': 0.2955, 'subpicosecond half': 0.2536, 'orbitals comprising': 0.2525, 'orbitals': 0.2338, 'search': 0.1601, 'peak field values': 0.1596, 'coherent': 0.1521, 'analyze': 0.108, 'half': 0.1051, 'perform': 0.0585, 'programming': 0.0264, 'calculations': 0.0194, 'possible': 0.0005}]"
111,1037,A stochastic averaging approach for feedback control design of nonlinear systems under random excitations,this paper presents a method for designing and quantifying the performance of feedback stochastic controls for nonlinear systems. the design makes use of the method of stochastic averaging to reduce the dimension of the state space and to derive the ito stochastic differential equation for the response amplitude process. the moment equation of the amplitude process closed by the rayleigh approximation is used as a means to characterize the transient performance of the feedback control. the steady state and transient response of the amplitude process are used as the design criteria for choosing the feedback control gains. numerical examples are studied to demonstrate the performance of the control,"['stochastic averaging', 'feedback control', 'nonlinear systems', 'random excitations', 'feedback stochastic controls', 'ito stochastic differential equation', 'rayleigh approximation', 'steady state', 'transient response']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['stochastic average', 'feedback control', 'nonlinear system', 'random excitation', 'feedback stochastic control', 'ito stochastic differential equation', 'rayleigh approximation', 'steady state', 'transient response']","['feedback stochastic control', 'ito stochastic', 'stochastic average', 'feedback control gain', 'feedback control', 'amplitude process close', 'amplitude process', 'nonlinear system', 'transient performance', 'rayleigh approximation', 'moment', 'derive', 'numerical', 'performance', 'transient', 'mean', 'steady state', 'design', 'quantify', 'state']","[{'feedback stochastic controls': 0.7295, 'ito stochastic': 0.5971, 'stochastic averaging': 0.5213, 'feedback control gains': 0.4578, 'feedback control': 0.4033, 'amplitude process closed': 0.2777, 'amplitude process': 0.2662, 'nonlinear systems': 0.2462, 'transient performance': 0.1842, 'rayleigh approximation': 0.18259999999999998, 'moment': 0.1428, 'derive': 0.1368, 'numerical': 0.1117, 'performance': 0.1021, 'transient': 0.0821, 'means': 0.0382, 'steady state': 0.0341, 'designing': 0.0151, 'quantifying': 0.0127, 'state': 0.0024, 'used': 0.0022, 'method': 0.0016}]"
112,848,Women in computing around the world,"this paper describes the participation of women in computing in more than 30 countries, by focussing on participation at undergraduate level. a brief discussion covers how societal and cultural factors may affect women's participation. statistics from many different sources are presented for comparison. generally, participation is low - most countries fall in the 10-40% range with a few below 10% and a few above 40%","['women', 'cultural factors', 'statistics', 'undergraduate computing', 'societal factors']","['P', 'P', 'P', 'R', 'R']","['woman', 'cultural factor', 'statistic', 'undergraduate computing', 'societal factor']","['most country fall', 'affect woman', 'cultural factor', 'participation', 'woman', 'undergraduate level', 'compute', 'societal', 'country', 'brief discussion cover', 'statistic', 'paper describe', 'many', 'focusse', 'few', 'more', 'comparison', 'range', 'present']","[{'most countries fall': 0.6551, 'affect women': 0.6051, 'cultural factors': 0.5009, 'participation': 0.4912, 'women': 0.4732, 'undergraduate level': 0.4525, 'computing': 0.3771, 'societal': 0.3409, 'countries': 0.3242, 'brief discussion covers': 0.29159999999999997, 'statistics': 0.2791, 'paper describes': 0.2223, 'many': 0.2, 'focussing': 0.1575, 'few': 0.1506, 'more': 0.1276, 'comparison': 0.1153, 'range': 0.0984, 'presented': 0.0956}]"
113,763,A quantum full adder for a scalable nuclear spin quantum computer,"we demonstrate a strategy for implementation a quantum full adder in a spin chain quantum computer. as an example, we simulate a quantum full adder in a chain containing 201 spins. our simulations also demonstrate how one can minimize errors generated by non-resonant effects","['quantum full adder', 'scalable nuclear spin quantum computer', 'nonresonant effects', 'error minimization']","['P', 'P', 'M', 'R']","['quantum full adder', 'scalable nuclear spin quantum computer', 'nonresonant effect', 'error minimization']","['spin chain quantum computer', 'quantum full adder', 'spin', 'chain', 'simulate', 'simulation', 'implementation', 'example', 'demonstrate', 'generate']","[{'spin chain quantum computer': 1.1665, 'quantum full adder': 0.9812, 'spins': 0.349, 'chain': 0.272, 'simulate': 0.2051, 'simulations': 0.2028, 'implementation': 0.1866, 'example': 0.0528, 'demonstrate': 0.0367, 'generated': 0.0337}]"
114,726,New wrinkle on the Web? Hmm. [banking],"the financial sector produced its share of technology hype during the new economy years. you. can't blame folks if the next next thing, a wave of internet-related innovation called web services, is being met with healthy skepticism. many gurus are placing their bets on web services to drive the next chapter of finance technology, dramatically upgrading disappointing automated customer management strategies by electronically breaking down barriers between products, firms and customers, and perhaps creating a whole new line of business in the process. but it's not a magic wand. it doesn't change the need for a bank to reorganize and streamline its operations","['bank', 'web services']","['P', 'P']","['bank', 'web service']","['upgrade disappointing automate customer management strategy', 'financial sector produce', 'finance technology', 'new economy year', 'web service', 'technology hype', 'bank', 'relate innovation', 'next next thing', 'business', 'customer', 'firm', 'whole new line', 'internet', 'streamline', 'many guru', 'reorganize', 'barrier', 'change', 'blame folk']","[{'upgrading disappointing automated customer management strategies': 0.9968, 'financial sector produced': 0.8029000000000001, 'finance technology': 0.7308, 'new economy years': 0.5446000000000001, 'web services': 0.5359, 'technology hype': 0.45020000000000004, 'bank': 0.423, 'related innovation': 0.3759, 'next next thing': 0.306, 'business': 0.2917, 'customers': 0.2901, 'firms': 0.2876, 'whole new line': 0.2595, 'internet': 0.2388, 'streamline': 0.1798, 'many gurus': 0.1618, 'reorganize': 0.1588, 'barriers': 0.1556, 'change': 0.1378, 'blame folks': 0.13679999999999998, 'next chapter': 0.12560000000000002, 'breaking': 0.108, 'skepticism': 0.101, 'products': 0.0947, 'creating': 0.0876, 'process': 0.0849, 'share': 0.0721, 'wave': 0.0654, 'drive': 0.0507, 'magic': 0.0387, 'bets': 0.0221, 'placing': 0.0182}]"
115,1373,Agent-based product-support logistics system using XML and RDF,"the capability of the timely provision of maintenance services and service parts is critical to the competitiveness of industrial systems. to enhance the timely operations in a product-support logistics chain, business partners (equipment manufacturers, parts distributors, customers) may have to collaborate for the efficient exchange of relevant information. we propose the architecture of an agent-based product-support logistics system. emphasis is placed on the problems of sharing and exchanging information through agent communication. we adopt the resource description framework (rdf) schema for information modelling in product-support logistics domain. the extensible markup language (xml) serialization generates messages for agent communication. the use of xml and rdf enables software agents to understand the contents of messages correctly and consistently. we demonstrate the feasibility of our agent architecture using a scenario in logistical support processes. we believe that the approach can provide a promising way to the automation of business processes in product-support logistics through seamless communication among the partners","['agent-based product-support logistics system', 'xml', 'rdf', 'maintenance services', 'service parts', 'industrial systems', 'information modelling', 'extensible markup language', 'software agents', 'resource description framework schema']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['agent - base product - support logistic system', 'xml', 'rdf', 'maintenance service', 'service part', 'industrial system', 'information model', 'extensible markup language', 'software agent', 'resource description framework schema']","['rdf enable software agent', 'support logistic system', 'support logistic chain', 'logistical support process', 'support logistic domain', 'support logistic', 'maintenance service', 'agent architecture use', 'resource description framework', 'service part', 'agent communication', 'part distributor', 'business process', 'equipment manufacturer', 'industrial system', 'business partner', 'extensible markup language', 'automation', 'xml', 'seamless communication']","[{'rdf enables software agents': 0.7946, 'support logistics system': 0.7538, 'support logistics chain': 0.746, 'logistical support processes': 0.6924, 'support logistics domain': 0.6492, 'support logistics': 0.6312, 'maintenance services': 0.605, 'agent architecture using': 0.4641, 'resource description framework': 0.46090000000000003, 'service parts': 0.4496, 'agent communication': 0.4441, 'parts distributors': 0.417, 'business processes': 0.4063, 'equipment manufacturers': 0.38680000000000003, 'industrial systems': 0.38539999999999996, 'business partners': 0.3808, 'extensible markup language': 0.3767, 'automation': 0.3711, 'xml': 0.3339, 'seamless communication': 0.3244, 'information modelling': 0.3188, 'timely operations': 0.3175, 'agent': 0.2954, 'timely provision': 0.29159999999999997, 'exchanging information': 0.2781, 'schema': 0.2721, 'relevant information': 0.24069999999999997, 'customers': 0.2363, 'serialization': 0.226, 'messages': 0.2206, 'rdf': 0.2137, 'based product': 0.1845, 'collaborate': 0.1707, 'product': 0.1607, 'efficient exchange': 0.147, 'architecture': 0.1351, 'provide': 0.1139, 'sharing': 0.1131, 'feasibility': 0.1123, 'capability': 0.0995, 'contents': 0.0874, 'understand': 0.0763, 'use': 0.058, 'approach': 0.0483, 'have': 0.048, 'scenario': 0.0458, 'competitiveness': 0.0449, 'demonstrate': 0.036, 'promising way': 0.030100000000000002, 'propose': 0.0281, 'problems': 0.0088, 'adopt': 0.0048}]"
116,1336,On abelian branched coverings of the sphere,"we obtain an enumeration formula for the number of weak equivalence classes of the branched (a * b)-covering of the sphere with m-branch points, when a and b are finite abelian groups with (|a|, |b|) = 1. from this, we can deduce an explicit formula for enumerating the weak equivalence classes of pseudofree spherical (zp * zq)-actions on a given surface, when p and q are distinct primes","['abelian branched coverings', 'enumeration formula', 'weak equivalence classes', 'finite abelian groups', 'explicit formula', 'pseudofree spherical']","['P', 'P', 'P', 'P', 'P', 'P']","['abelian branch covering', 'enumeration formula', 'weak equivalence class', 'finite abelian group', 'explicit formula', 'pseudofree spherical']","['finite abelian group', 'pseudofree spherical', 'branch point', 'weak equivalence class', 'give surface', 'branch', 'enumeration formula', 'sphere', 'explicit formula', 'enumerate', 'zp', 'number', 'obtain', 'deduce']","[{'finite abelian groups': 0.6513, 'pseudofree spherical': 0.5098, 'branch points': 0.4437, 'weak equivalence classes': 0.42689999999999995, 'given surface': 0.3822, 'branched': 0.3302, 'enumeration formula': 0.3081, 'sphere': 0.301, 'explicit formula': 0.2096, 'enumerating': 0.1855, 'zp': 0.167, 'number': 0.1618, 'obtain': 0.0453, 'deduce': 0.03}]"
117,116,Frontier between separability and quantum entanglement in a many spin system,"we discuss the critical point x/sub c/ separating the quantum entangled and separable states in two series of n spins s in the simple mixed state characterized by the matrix operator rho = x| phi >< phi |+1-x/d/sup n/i/sub d/n, where x in [0, 1], d = 2s + 1, i/sub d/n is the d/sup n/ * d/sup n/ unity matrix and | phi > is a special entangled state. the cases x = 0 and x = 1 correspond respectively to fully random spins and to a fully entangled state. in the first of these series we consider special states | phi > invariant under charge conjugation, that generalizes the n = 2 spin s = 1/2 einstein-podolsky-rosen state, and in the second one we consider generalizations of the werner (1989) density matrices. the evaluation of the critical point x/sub c/ was done through bounds coming from the partial transposition method of peres (1996) and the conditional nonextensive entropy criterion. our results suggest the conjecture that whenever the bounds coming from both methods coincide the result of x/sub c/ is the exact one. the results we present are relevant for the discussion of quantum computing, teleportation and cryptography","['separability', 'quantum entanglement', 'many spin system', 'critical point', 'separable states', 'matrix operator', 'unity matrix', 'entangled state', 'random spin', 'charge conjugation', 'einstein-podolsky-rosen state', 'partial transposition method', 'nonextensive entropy criterion', 'quantum computing', 'teleportation', 'cryptography', 'werner density matrices']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['separability', 'quantum entanglement', 'many spin system', 'critical point', 'separable state', 'matrix operator', 'unity matrix', 'entangle state', 'random spin', 'charge conjugation', 'einstein - podolsky - rosen state', 'partial transposition method', 'nonextensive entropy criterion', 'quantum computing', 'teleportation', 'cryptography', 'werner density matrix']","['quantum entangle', 'special entangled state', 'entangle state', 'quantum computing', 'mix state characterize', 'matrix operator rho', 'random spin', 'nonextensive entropy criterion', 'consider special state', 'werner', 'separable state', 'rosen state', 'spin', 'spin', 'critical', 'density matrix', 'bound come', 'conjugation', 'podolsky', 'partial transposition method']","[{'quantum entangled': 0.6997, 'special entangled state': 0.6111, 'entangled state': 0.5375, 'quantum computing': 0.40599999999999997, 'mixed state characterized': 0.33399999999999996, 'matrix operator rho': 0.3211, 'random spins': 0.2861, 'nonextensive entropy criterion': 0.2793, 'consider special states': 0.2727, 'werner': 0.2725, 'separable states': 0.27249999999999996, 'rosen state': 0.24109999999999998, 'spins': 0.2344, 'spin': 0.2248, 'critical': 0.2224, 'density matrices': 0.1961, 'bounds coming': 0.1679, 'conjugation': 0.1656, 'podolsky': 0.1532, 'partial transposition method': 0.13949999999999999, 'conjecture': 0.1258, 'second one': 0.111, 'evaluation': 0.0946, 'consider generalizations': 0.0915, 'sup': 0.0904, 'teleportation': 0.0897, 'unity matrix': 0.07590000000000001, 'done': 0.0672, 'einstein': 0.0619, 'series': 0.0587, 'first': 0.0509, 'discuss': 0.0481, 'cases': 0.0368, 'exact': 0.0325, 'suggest': 0.0302, 'methods': 0.0288, 'generalizes': 0.0239, 'phi': 0.0089, 'sub': 0.0088}]"
118,955,From the DOS dog days to e-filing [law firms],"the poster child for a successful e-filing venture is the case management and electronic case file system now rolling through the district and bankruptcy courts. a project of the administrative office of the united states courts, cm/ecf is a loud proponent of the benefits of the pdf approach and it has a full head of steam. present plans are for all federal courts to implement cm/ecf by 2005. that means a radical shift in methodology and tools for a lot of lawyers. it also means that you should get cozy with acrobat real soon","['e-filing', 'case management and electronic case file system', 'united states courts', 'pdf', 'adobe acrobat']","['P', 'P', 'P', 'P', 'M']","['e - filing', 'case management and electronic case file system', 'united states court', 'pdf', 'adobe acrobat']","['electronic case file system', 'bankruptcy court', 'federal court', 'file venture', 'united states court', 'ecf', 'administrative office', 'pdf approach', 'implement cm', 'case management', 'acrobat', 'lawyer', 'cm', 'poster child', 'present plan', 'methodology', 'loud proponent', 'district', 'tool', 'benefit']","[{'electronic case file system': 0.8761000000000001, 'bankruptcy courts': 0.7626, 'federal courts': 0.7088, 'filing venture': 0.6419, 'united states courts': 0.5911, 'ecf': 0.5192, 'administrative office': 0.5063, 'pdf approach': 0.5056, 'implement cm': 0.47619999999999996, 'case management': 0.4737, 'acrobat': 0.356, 'lawyers': 0.3136, 'cm': 0.2944, 'poster child': 0.28359999999999996, 'present plans': 0.2561, 'methodology': 0.2477, 'loud proponent': 0.1948, 'district': 0.1435, 'tools': 0.142, 'benefits': 0.1296, 'project': 0.1273, 'radical shift': 0.09620000000000001, 'rolling': 0.0853, 'lot': 0.0695, 'means': 0.0599, 'steam': 0.0593, 'full head': 0.0464, 'has': 0.0437, 'get': 0.0196}]"
119,910,Control of a heavy-duty robotic excavator using time delay control with integral sliding surface,"the control of a robotic excavator is difficult from the standpoint of the following problems: parameter variations in mechanical structures, various nonlinearities in hydraulic actuators and disturbance due to the contact with the ground. in addition, the more the size of robotic excavators increases, the more the length and mass of the excavator links; the more the parameters of a heavy-duty excavator vary. a time-delay control with switching action (tdcsa) using an integral sliding surface is proposed in this paper for the control of a 21-ton robotic excavator. through analysis and experiments, we show that using an integral sliding surface for the switching action of tdcsa is better than using a pd-type sliding surface. the proposed controller is applied to straight-line motions of a 21-ton robotic excavator with a speed level at which skillful operators work. experiments, which were designed for surfaces with various inclinations and over broad ranges of joint motions, show that the proposed controller exhibits good performance","['robotic excavator', 'integral sliding surface', 'time-delay control', 'robust control', 'motion control', 'trajectory control', 'dynamics', 'tracking', 'pressure control']","['P', 'P', 'P', 'M', 'R', 'M', 'U', 'U', 'M']","['robotic excavator', 'integral slide surface', 'time - delay control', 'robust control', 'motion control', 'trajectory control', 'dynamic', 'track', 'pressure control']","['ton robotic excavator', 'robotic excavator', 'robotic excavator', 'duty excavator vary', 'integral slide surface', 'hydraulic actuator', 'type slide surface', 'excavator link', 'delay control', 'joint motion', 'line motion', 'controller', 'speed level', 'switch action', 'control', 'mechanical structure', 'surface', 'various nonlinearitie', 'tdcsa', 'parameter variation']","[{'ton robotic excavator': 0.8049999999999999, 'robotic excavator': 0.7629999999999999, 'robotic excavators': 0.7498, 'duty excavator vary': 0.587, 'integral sliding surface': 0.5813, 'hydraulic actuators': 0.5723, 'type sliding surface': 0.5317, 'excavator links': 0.48619999999999997, 'delay control': 0.3477, 'joint motions': 0.3102, 'line motions': 0.25279999999999997, 'controller': 0.2156, 'speed level': 0.2019, 'switching action': 0.1981, 'control': 0.1833, 'mechanical structures': 0.1732, 'surfaces': 0.1591, 'various nonlinearities': 0.1336, 'tdcsa': 0.1132, 'parameter variations': 0.1058, 'skillful operators': 0.1038, 'pd': 0.0891, 'ground': 0.0764, 'various': 0.0579, 'parameters': 0.0538, 'length': 0.0528, 'ranges': 0.0464, 'disturbance': 0.0437, 'heavy': 0.0307, 'addition': 0.0044, 'better': 0.0012}]"
120,582,Optimal estimation of a finite sample of a discrete chaotic process,the synthesis of optimal algorithms for estimating discrete chaotic processes specified by a finite sample is considered; various possible approaches are discussed. expressions determining the potential accuracy in estimating a single value of the chaotic process are derived. an example of the application of the general equations obtained is given,"['optimal estimation', 'finite sample', 'discrete chaotic process', 'optimal algorithm synthesis', 'space-time filtering']","['P', 'P', 'P', 'R', 'U']","['optimal estimation', 'finite sample', 'discrete chaotic process', 'optimal algorithm synthesis', 'space - time filtering']","['estimate discrete chaotic process specify', 'optimal algorithm', 'chaotic process', 'estimate', 'finite sample', 'expression determine', 'synthesis', 'general equation obtain', 'accuracy', 'single value', 'various', 'application']","[{'estimating discrete chaotic processes specified': 1.0515, 'optimal algorithms': 0.5744, 'chaotic process': 0.5609, 'estimating': 0.2992, 'finite sample': 0.2132, 'expressions determining': 0.1774, 'synthesis': 0.1144, 'general equations obtained': 0.0905, 'accuracy': 0.0606, 'single value': 0.0543, 'various': 0.0431, 'application': 0.0063}]"
121,1192,Construction of two-sided bounds for initial-boundary value problems,"this paper extends the bounding operator approach developed for boundary value problems to the case of initial-boundary value problems (ibvps). following the general principle of bounding operators enclosing methods for the case of partial differential equations are discussed. in particular, continuous discretization methods with an appropriate error bound controlled shift and monotone extensions of rothe's method for parabolic problems are investigated","['two-sided bounds', 'initial-boundary value problems', 'bounding operator approach', 'bounding operators', 'partial differential equations', 'parabolic problems']","['P', 'P', 'P', 'P', 'P', 'P']","['two - sided bound', 'initial - boundary value problem', 'bound operator approach', 'bound operator', 'partial differential equation', 'parabolic problem']","['bound operator enclose method', 'continuous discretization method', 'bound operator approach develop', 'boundary value problem', 'error bind control shift', 'parabolic problem', 'partial differential equation', 'method', 'ibvps', 'rothe', 'initial', 'paper extend', 'general principle', 'case', 'extension', 'particular']","[{'bounding operators enclosing methods': 0.938, 'continuous discretization methods': 0.7603, 'bounding operator approach developed': 0.6935, 'boundary value problems': 0.5847, 'error bound controlled shift': 0.4727, 'parabolic problems': 0.44630000000000003, 'partial differential equations': 0.41450000000000004, 'method': 0.214, 'ibvps': 0.1685, 'rothe': 0.1544, 'initial': 0.1209, 'paper extends': 0.1103, 'general principle': 0.10189999999999999, 'case': 0.0696, 'extensions': 0.0444, 'particular': 0.0014}]"
122,683,Knowledge management,"the article defines knowledge management, discusses its role, and describes its functions. it also explains the principles of knowledge management, enumerates the strategies involved in knowledge management, and traces its history in brief. the focus is on its interdisciplinary nature. the steps involved in knowledge management i.e. identifying, collecting and capturing, selecting, organizing and storing, sharing, applying, and creating, are explained. the pattern of knowledge management initiatives is also considered",['knowledge management'],['P'],['knowledge management'],"['article define knowledge management', 'knowledge management initiative', 'knowledge management', 'organize', 'strategy involve', 'interdisciplinary nature', 'create', 'discuss', 'share', 'step involve', 'principle', 'store', 'role', 'history', 'select', 'describe', 'capture', 'collect', 'brief', 'explain']","[{'article defines knowledge management': 1.2736999999999998, 'knowledge management initiatives': 1.0946, 'knowledge management': 0.9226, 'organizing': 0.2984, 'strategies involved': 0.2634, 'interdisciplinary nature': 0.2006, 'creating': 0.1961, 'discusses': 0.1723, 'sharing': 0.1711, 'steps involved': 0.1704, 'principles': 0.1618, 'storing': 0.1405, 'role': 0.1366, 'history': 0.1188, 'selecting': 0.0958, 'describes': 0.0956, 'capturing': 0.0944, 'collecting': 0.0901, 'brief': 0.0886, 'explained': 0.0859, 'enumerates': 0.0806, 'functions': 0.0691, 'identifying': 0.0445, 'pattern': 0.017, 'focus': 0.0128, 'explains': 0.0056}]"
123,1293,Truss topology optimization by a modified genetic algorithm,"this paper describes the use of a stochastic search procedure based on genetic algorithms for developing near-optimal topologies of load-bearing truss structures. most existing cases these publications express the truss topology as a combination of members. these methods, however, have the disadvantage that the resulting topology may include needless members or those which overlap other members. in addition to these problems, the generated structures are not necessarily structurally stable. a new method, which resolves these problems by expressing the truss topology as a combination of triangles, is proposed in this paper. details of the proposed methodology are presented as well as the results of numerical examples that clearly show the effectiveness and efficiency of the method","['truss topology optimization', 'modified genetic algorithm', 'stochastic search procedure', 'near-optimal topologies', 'load-bearing truss structures', 'triangles']","['P', 'P', 'P', 'P', 'P', 'P']","['truss topology optimization', 'modify genetic algorithm', 'stochastic search procedure', 'near - optimal topology', 'load - bear truss structure', 'triangle']","['bear truss structure', 'truss topology', 'genetic algorithm', 'optimal topology', 'stochastic search procedure', 'generate structure', 'propose methodology', 'topology', 'triangle', 'numerical', 'method', 'include needless member', 'overlap', 'method', 'combination', 'propose', 'case', 'efficiency', 'develop near', 'member']","[{'bearing truss structures': 0.9353, 'truss topology': 0.6792, 'genetic algorithms': 0.5723, 'optimal topologies': 0.5209, 'stochastic search procedure': 0.4916, 'generated structures': 0.4275, 'proposed methodology': 0.27190000000000003, 'topology': 0.2045, 'triangles': 0.1644, 'numerical': 0.1421, 'methods': 0.1268, 'include needless members': 0.1193, 'overlap': 0.1053, 'method': 0.1024, 'combination': 0.082, 'proposed': 0.0815, 'cases': 0.0799, 'efficiency': 0.078, 'developing near': 0.075, 'members': 0.0592, 'disadvantage': 0.0588, 'load': 0.0581, 'problems': 0.0455, 'stable': 0.0332, 'describes': 0.0251, 'results': 0.0206}]"
